split,class,image_path,file_hash,label
valid,Fungal Infections,../datasets/feed/valid/Fungal Infections/pic69_jpg.rf.cf51359b6fa1694ab4cf234b821de132.jpg,01035947a21c6b85a17cb5ba35a55b5e,2
train,Healthy,../datasets/feed/train/Healthy/dogs_121_jpg.rf.b6c17fc1a5137b84748ef243a5a56c64.jpg,011064b96d6c86896345c2f042b37d04,3
train,Fungal Infections,../datasets/feed/train/Fungal Infections/fungal2_jpg.rf.540268414dd2fb93051f4d9a48f658ac.jpg,013fe0db1026c4c5287694bfb247318d,2
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_003_png_jpg.rf.8bb0dbb1ffc24e8b5450aba2fcef93b1.jpg,0140264fb4298266235c9fd88e3ac662,2
train,Healthy,../datasets/feed/train/Healthy/HEALTHY_012_jpg.rf.611e0b6cfc2e4d70ae52e656b737319d.jpg,015c02c90d2e59a839a86cf1f5193569,3
train,Demodicosis,../datasets/feed/train/Demodicosis/scabies_123_png_jpg.rf.60cac57ba555210bc64bd4cb9f3596e4.jpg,015d86fdc2d17cac747b360f716d651b,0
train,Demodicosis,../datasets/feed/train/Demodicosis/scabies_126_png_jpg.rf.70ff534ddc8f64ca8754f21ebbce2f0c.jpg,015fc2858d584ac2d3daf862954b60a6,0
train,Healthy,../datasets/feed/train/Healthy/dogs_016_jpg.rf.85283584e876dea1c85a99a5d8b7461b.jpg,0162545600baf20d34ed9674647d0765,3
train,Ringworm,../datasets/feed/train/Ringworm/ringworm-134-_jpg.rf.81897ad97778c3386dafa6027e6beae3.jpg,0168dcfda7dcfc3fbc543c230fea174b,5
train,Ringworm,../datasets/feed/train/Ringworm/WIN_20240514_17_41_29_Pro_jpg.rf.b4ea70777b1d294c1e7e37f305fa493a.jpg,016db3d6ef59459cb787929e4ab1e0ba,5
valid,Healthy,../datasets/feed/valid/Healthy/HEALTHY_048_jpg.rf.7ffbae0f1437672e070750a34e73236d.jpg,017e610f19260320d2acc9df3627eec7,3
valid,Healthy,../datasets/feed/valid/Healthy/HEALTHY_049_jpeg_jpg.rf.c90c953f295811b263c06075e4193e40.jpg,01e7d1a129ec82fb6759ecc772564fb6,3
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/B9781416056638000070_f007-042-9781416056638_jpg.rf.b6988c6bda578f2cc26908a7268e9030.jpg,02057b85b0fc130532564277bf4014e5,4
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-134316_2_jpg.rf.a5a48d011c17c12fbd313240b99b2d97.jpg,0211a009896da8498572266290731cbe,0
train,Demodicosis,../datasets/feed/train/Demodicosis/P10_png_jpg.rf.9646b23caf3e039e8500022d551c6d79.jpg,0232528b455e9719a07cb7de52286939,0
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/15_jpg.rf.b031080bfdf69e79f467ae686b30f9f6.jpg,02494f64f58b9a7a456192f195db4e28,4
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-155521_2_jpg.rf.9e1c261b790ac9d2727fd000e060466d.jpg,02500af3d9872987a39c902d4b899336,0
train,Healthy,../datasets/feed/train/Healthy/dogs_148_jpg.rf.444403b6bc70ff2f6b80ee43d1053822.jpg,0255a805547e472899d51e3d0b8b2ce9,3
train,Healthy,../datasets/feed/train/Healthy/077_jpg.rf.312c813c59e1ff6199d661b0303ac343.jpg,02589f198f721a8bf203c485d23f2f31,3
train,Ringworm,../datasets/feed/train/Ringworm/1000010528_x4_jpg.rf.f5d329936fb182af10a48b43d51cc641.jpg,026e286590a16b8849848815e6e2dbd3,5
valid,Healthy,../datasets/feed/valid/Healthy/HEALTHY_037_jpg.rf.05943fb77cb3508ecbff8be5d239dce4.jpg,02810386bb7ef6f6d41e42b75341e54f,3
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010597_x4_jpg.rf.a42019579ecd84f97bc220ab40363c1d.jpg,028d8fa654b8be1d38e52ff774bc2972,1
valid,Hypersensitivity,../datasets/feed/valid/Hypersensitivity/B9781416056638000070_f007-038-9781416056638_jpg.rf.698f7db825a7effa0382a4349bdc40b4.jpg,02ac35c09d83ce6e9e8d2d606619a1cd,4
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_016_jpg.rf.2b08da718bd37f626e426944119b9f90.jpg,02b882782e39e64c9c091180d99903ee,2
train,Fungal Infections,../datasets/feed/train/Fungal Infections/fung2_jpg.rf.b66db1635a2fa34bcfa63482ccec275e.jpg,02d706fe2454e2f991f7f18a9bc9e2e1,2
train,Ringworm,../datasets/feed/train/Ringworm/1000010655_x16_jpg.rf.236c576b53956acbb68b9ef457e29849.jpg,02dcdaf6dbaa8fe90ea9d3d786c2bacb,5
train,Healthy,../datasets/feed/train/Healthy/HEALTHY_010_jpg.rf.579c656a6bf98c856ce9e00dc7b09f9c.jpg,02f6653752ab465f0ea9103957df7829,3
valid,Dermatitis,../datasets/feed/valid/Dermatitis/Bacteria3_png_jpg.rf.9369802f232631dbab00b0f5f69f1c27.jpg,0307d9e9f1367c5d9482cb8cf37971ce,1
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_054_jpg.rf.2cbb7b43b083b3f77d28b871848ffe75.jpg,0329414c86b4a52acc8d2a202f35a9f3,2
valid,Demodicosis,../datasets/feed/valid/Demodicosis/1-63-_png_jpg.rf.842f16595ebc500e227e5b63cc7175f8.jpg,0336f7f998258a9cccc9714b8830b8ef,0
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_006_jpg.rf.67f1e30bf5021b5337b47e149cd8994b.jpg,033c4b7119df13f2fe5151294706d6fa,2
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/1277_jpg.rf.c73a5f4a2e1f8dd1045ee3a488c4ade3.jpg,0349088c57f3540c9b9ee7e7573dcca0,4
train,Healthy,../datasets/feed/train/Healthy/pic23_jpg.rf.c109c9f5cb2f835cf2d001f47ae51adb.jpg,0356cc6cf4839339093873ea01ad06fe,3
train,Ringworm,../datasets/feed/train/Ringworm/WIN_20240514_17_26_50_Pro_jpg.rf.57123cd65bce71635d6a70ba3be4ae67.jpg,03664cbf710db7394f05c9cb919eb9ec,5
train,Demodicosis,../datasets/feed/train/Demodicosis/1-19-_png_jpg.rf.c2d4fcf6a761e919f65ee93f1287e7e0.jpg,036de40bae274273d146cd12a86baba9,0
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_022_jpg.rf.d6cc2cce3145e55a63884605f54a38bc.jpg,0371e3ad7c61af9ca98959adae0bd952,2
train,Demodicosis,../datasets/feed/train/Demodicosis/scabies_136_png_jpg.rf.27166f52dc202cb9168a0842ec797301.jpg,03b4e1f8570e3e985c246f80ada3c5f2,0
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-134429_1_jpg.rf.d47fdbd3be50f68cc466a68f478968a1.jpg,03b77ece41d59219349c3c54588179a5,0
valid,Healthy,../datasets/feed/valid/Healthy/dogs_221_jpg.rf.5ed9802a56e4121fefa9258f9a987fbf.jpg,03c000b73e02765b8c67c35887b26cde,3
valid,Healthy,../datasets/feed/valid/Healthy/dogs_211_jpg.rf.0743a08e8e942c1b9a6c1ec57bec390c.jpg,03c14cea849076be878b2a86605b373a,3
train,Healthy,../datasets/feed/train/Healthy/Image_20_jpg.rf.87b28e69485c2c214be188c40097b86c.jpg,03e0a8c0bf8cc34a9a1d27cfb7905d30,3
train,Healthy,../datasets/feed/train/Healthy/pic61_jpg.rf.2ad61eac459297c5485d47ada62d2133.jpg,03ebb5c70c0025f92404e9c74b8c7d69,3
train,Dermatitis,../datasets/feed/train/Dermatitis/hotspot-60-_jpg.rf.61d6f86c365c30a7554467bf06b88c96.jpg,03f2772819d8607c2ecb2323ddefa843,1
valid,Demodicosis,../datasets/feed/valid/Demodicosis/1-55-_png_jpg.rf.33c101fc2ba7c42ee586b00206c2e5d4.jpg,03f4df146b3b0434fe60e877e8ef4af1,0
train,Healthy,../datasets/feed/train/Healthy/images-2_jpg.rf.484b75e6a33f2708db339943f4e531c3.jpg,03f6fea9b5f4e1b9dbe138ff2974d88a,3
train,Demodicosis,../datasets/feed/train/Demodicosis/1-26-_png_jpg.rf.0cf1cd85d5004e8980ef0f33d431b45b.jpg,040088f3e71419dfd7d5ad1070a48b7d,0
valid,Dermatitis,../datasets/feed/valid/Dermatitis/1000010656_x16_jpg.rf.61d2fc959efdd131b4e1f74094d17282.jpg,041f4dbe23ed0867af7fe183169cb6d5,1
train,Healthy,../datasets/feed/train/Healthy/pic14_jpg.rf.a43e3d621fa02ec27de0887a9414a1ad.jpg,042486b1c088a48fb543c55912cb322f,3
train,Fungal Infections,../datasets/feed/train/Fungal Infections/1171_jpg.rf.0e059614e252d08de8e448a5534cb66d.jpg,045389f418852c33a1c40a3201586557,2
train,Demodicosis,../datasets/feed/train/Demodicosis/1-6-_jpg.rf.6689fda3162a1a8fa46db5be4d2ac652.jpg,045d405729c03b436c81aa376af82be5,0
train,Demodicosis,../datasets/feed/train/Demodicosis/IMG_5306_jpeg_jpg.rf.f43b8ff29ecdf954c82c1429ca3a0135.jpg,0460051e559b941c8171acb8b029bc37,0
train,Ringworm,../datasets/feed/train/Ringworm/R9_png_jpg.rf.4ae25bdf374bb3c4710f976164f74738.jpg,046087c449b6b11e6aabe50b53e190fe,5
train,Ringworm,../datasets/feed/train/Ringworm/ringworm-96-_jpg.rf.ab0adf5deaa800c466824479f760c62a.jpg,046bf4e46b41fe97552cf2ab42ddc621,5
train,Demodicosis,../datasets/feed/train/Demodicosis/1-61-_png_jpg.rf.9f095f1b5617e2d6cb000b82ccf49927.jpg,04717e98d42863cf0d2612f52e78f293,0
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010549_x16_jpg.rf.372d025be8b0bd525a8bbe316db1dbc2.jpg,0484f48953924ef5c2225553fc85d2d8,1
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010749_x16_jpg.rf.8a21465386f7b27797b672e401e4a49e.jpg,048739718b84c803804fa3d3c47e4187,1
train,Ringworm,../datasets/feed/train/Ringworm/NEWR10_jpeg_jpg.rf.80db9a7e3df0ea86c13f8ecbc2967fdd.jpg,049d6b7ffd24519fc20284a4f58eda24,5
valid,Healthy,../datasets/feed/valid/Healthy/dogs_179_jpg.rf.4eaf46da364964056ca5187a2b2afe92.jpg,04a3a0ecfca449fe72eae3b8fd7d9dd8,3
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/1861_jpg.rf.2a0148f4568b14f62fd4ca273e1f96fc.jpg,04a583ec4d8e4c5fd71f49912008dbc7,4
train,Healthy,../datasets/feed/train/Healthy/pic54_jpg.rf.911eb2b6d4b5258a86fa55199c2851c7.jpg,04c7024a148d471145c0e700f5bc7dbc,3
train,Fungal Infections,../datasets/feed/train/Fungal Infections/pic89_jpg.rf.5da0edc16940db219e4b7d6e97d75df0.jpg,04c75877f92d0765aab59a7937ac79df,2
valid,Fungal Infections,../datasets/feed/valid/Fungal Infections/fungal1_jpg.rf.ace809be6f8f1b0899bff3fd4b699478.jpg,04d7ce645fd3fdadc875c8da5dd14237,2
train,Demodicosis,../datasets/feed/train/Demodicosis/P28_png_jpg.rf.b438223676ac8108e6ad711b1bee535d.jpg,04dc0b77bc4e6920004db79b8c55b0e9,0
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/B9781416056638000070_f007-046-9781416056638_jpg.rf.af7b93bdbb9273981d748675875d1f2b.jpg,04df446cb22aad6bf42315cb463f2815,4
train,Healthy,../datasets/feed/train/Healthy/Image_9_jpg.rf.14564051eed6e6ddfbadb02edf8825b8.jpg,04df4dee0b6a69966a70d984b5034490,3
train,Ringworm,../datasets/feed/train/Ringworm/WIN_20240514_17_33_59_Pro_jpg.rf.5896896b9a927ee74ea291bd405769c4.jpg,04ede78809320f70155cd8731f7a625e,5
train,Dermatitis,../datasets/feed/train/Dermatitis/May-is-allergy-awareness-month-here-at-The-Shot-Spot_00526_jpg.rf.d7922dffd457ed1a67c0e946c2178ad8.jpg,0504584c20391b760f85116343b9b5ec,1
valid,Ringworm,../datasets/feed/valid/Ringworm/436788724_2640165772801792_3956631987323566222_n_jpg.rf.1b7805ae120dc8ea81a0cf34fb84c021.jpg,05130354f52c9e717e2e9fb58d0fc499,5
valid,Demodicosis,../datasets/feed/valid/Demodicosis/1-57-_png_jpg.rf.a780853af007c4893b73151e658335ba.jpg,0539adf1d5286ce1b9b9089621d8f22c,0
train,Ringworm,../datasets/feed/train/Ringworm/R20_png_jpg.rf.af2348ed64cd4bf860c5417343f19186.jpg,05441e0ebf03ed657e745bf3de0d824c,5
train,Demodicosis,../datasets/feed/train/Demodicosis/1-7-_jpg.rf.effcce86a63dc7f49cc0fff4774a98dc.jpg,0545b3e6185e911f7b911d9bda4b86b8,0
train,Ringworm,../datasets/feed/train/Ringworm/751D91EA-5029-4605-908B-7BA9605612AC_jpeg_jpg.rf.6fb7ca5fb1590981522d83cad2c21734.jpg,056011d762b08a25c791c3327019d490,5
train,Healthy,../datasets/feed/train/Healthy/dogs_096_jpg.rf.1c132bc3c9c677933c527fde4a56e9d9.jpg,056973c882b4a49d8fe9e7653c268520,3
train,Ringworm,../datasets/feed/train/Ringworm/WIN_20240514_17_38_47_Pro_jpg.rf.07ebc98688e8b09c9c1b475d2054f305.jpg,05729ddd3f7d57124aaf43b8a8f397ca,5
valid,Demodicosis,../datasets/feed/valid/Demodicosis/2024-05-13-164000_jpg.rf.26c793bb2c6b64d0162f45c3e94589c2.jpg,05828c890e5030e182ddcfd8c2e21592,0
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-162429_jpg.rf.150c0158954f643c25c145b5fa7deb3d.jpg,058ac9b086e3e332102340917b455785,0
train,Dermatitis,../datasets/feed/train/Dermatitis/Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000619_png_jpg.rf.8740babebb15b1cc8d511c76bcf77119.jpg,05bbd61deccc10e4caba42cce0474ad6,1
train,Fungal Infections,../datasets/feed/train/Fungal Infections/pic91_jpg.rf.c57928bd253690ca1be68f6a47456f48.jpg,05c3a7582905e84426717dc74b798a36,2
valid,Dermatitis,../datasets/feed/valid/Dermatitis/1000010577_x4_jpg.rf.06538e06bb757588c126916ae5205990.jpg,05c3f49fd823ca37766a2e39bc52de1a,1
train,Dermatitis,../datasets/feed/train/Dermatitis/hotspot-10-_jpg.rf.2e1ab63651de67085216cc7a9b50b71f.jpg,05da00fb90126850275c242627d4884b,1
valid,Hypersensitivity,../datasets/feed/valid/Hypersensitivity/Hypersensitivity_image_4_jpg.rf.247e7f9ffad16cdbf01e548bf459be5b.jpg,05f20176d2d476b4de95392f7f4b1278,4
valid,Ringworm,../datasets/feed/valid/Ringworm/WIN_20240514_17_28_12_Pro_jpg.rf.3c2122bdfc095a4de96ce2374993c8c7.jpg,060189266aaa709527f3d87b6c245e5e,5
valid,Dermatitis,../datasets/feed/valid/Dermatitis/bacterial_Image_1_jpg.rf.6211f9cda4aa3bb02ce3f1a919a683a2.jpg,06091378ac56a1f52301fdf2b7b6c7d3,1
train,Dermatitis,../datasets/feed/train/Dermatitis/HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000479_png_jpg.rf.57dda82c1734008740c8d7df316dcdda.jpg,0627873e185d0a526edcae00211bbc6b,1
train,Healthy,../datasets/feed/train/Healthy/pic60_jpg.rf.f37aa4c0308578676ff71ec45421ad24.jpg,063cce4c370b991cb3e0c2b93921edd6,3
train,Healthy,../datasets/feed/train/Healthy/HEALTHY_005_jpg.rf.e3c38f74ee148aa2390ac9d83bb85d3f.jpg,067435f8a45e44439b59ac9e19ef4f6d,3
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/Hypersensitivity4_png_jpg.rf.35c1f0e6271e786e5b1e76f8b5938437.jpg,067e8627862b6cbfb9372819f401df9b,4
train,Demodicosis,../datasets/feed/train/Demodicosis/1-6-_png_jpg.rf.dde95db3cfc145101af4ef71d4f3c362.jpg,06909d7948842cf3b5317317768281cd,0
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_039_jpg.rf.0e63d0984489b90c342d282691ae7ff5.jpg,06c3b8100390917b676e1ad7d33384af,2
train,Fungal Infections,../datasets/feed/train/Fungal Infections/pic82_jpg.rf.6488e19eafe743799c730728159fb2c9.jpg,06d4e0916d7fb9f7c6bc57838e4ff34f,2
train,Healthy,../datasets/feed/train/Healthy/Image_20_jpg.rf.6a45e712436afb3c1282fee8a734ff92.jpg,06e71e5ddbb75deab8724e183a1d22e7,3
train,Demodicosis,../datasets/feed/train/Demodicosis/1-32-_png_jpg.rf.45e4909e5650aaae422abd75ea15d854.jpg,06eca3a9e67f90eb4d281f18614cfff1,0
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/hs5_jpg.rf.2c5fb15509ac6514603e1497ca752ab6.jpg,06f9b6673ec90a0c1546274ff027005b,4
valid,Demodicosis,../datasets/feed/valid/Demodicosis/2024-05-13-134023_4_jpg.rf.85ae9b3756b6bd1b81427f2ef3208085.jpg,07016aa121faff918f4ef2bfa72ca76b,0
valid,Fungal Infections,../datasets/feed/valid/Fungal Infections/pic87_jpg.rf.fc46a18ddfe72a49761228d3a4f556fb.jpg,07035ba51d9d8a2e9e9d5a57fee7263d,2
train,Dermatitis,../datasets/feed/train/Dermatitis/HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000475_png_jpg.rf.c531c8a2faa00a8bf7a97808fe90f6d8.jpg,0707b26a56f0ff846dfc1218624edffb,1
train,Fungal Infections,../datasets/feed/train/Fungal Infections/1867_jpg.rf.cb71e05c00531badd753b38e24364443.jpg,0711751c2da91e66c8eca95a374b0f5d,2
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010715_x16_jpg.rf.75d25b879f2e447c62e486dc4ec5c3f5.jpg,071bd16052661dc2cdf7c296e7c8f265,1
valid,Ringworm,../datasets/feed/valid/Ringworm/DB588124-89D4-4F45-A2F8-5F569611D1E7_jpeg_jpg.rf.80850765b83d9d99276264e051b8a65d.jpg,0733abf61d323cd96cbbe3a6760a7bfc,5
valid,Ringworm,../datasets/feed/valid/Ringworm/ringworm-86-_jpg.rf.cf0b92d3f6b6661d41454bf7db8f730c.jpg,074ef4775f187aabff33a855222cd20e,5
train,Ringworm,../datasets/feed/train/Ringworm/ringworm-74-_jpg.rf.6b8c3148f55917efc1fbde1fab3c5b9a.jpg,0752bce47032a1edb28ac3d19848b282,5
train,Ringworm,../datasets/feed/train/Ringworm/436704541_463761649559966_3525937843103121136_n_jpg.rf.c6e2c21512878818096db36f521fe845.jpg,07586e37abf334623b84dfc2b377202e,5
train,Dermatitis,../datasets/feed/train/Dermatitis/Bacterial1_png_jpg.rf.5e7d8e7b5367b8b18940493e9fe666d9.jpg,07664629caf3c0418beb08bdafde0cf5,1
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_011_jpg.rf.197c8e6439fed79b43d6ec40b2fb0fad.jpg,07735608c49181b9d065e56670dd93be,2
train,Demodicosis,../datasets/feed/train/Demodicosis/1-41-_png_jpg.rf.848025759a21c5b97e89ccea6fa5ab8e.jpg,077a6ba07162eed200de5f83543f7bd0,0
valid,Ringworm,../datasets/feed/valid/Ringworm/NEWR16_jpeg_jpg.rf.8384b733ad7a236c1d63100a6d0a1846.jpg,078562daeaac988d3d52f9149b6bdeb2,5
train,Fungal Infections,../datasets/feed/train/Fungal Infections/FUNGAL-INFECTION_015_jpg.rf.55845f2e8c7664dfb073ffbe6431a4c5.jpg,0792eaba4c0134ec31486c74213e518a,2
valid,Healthy,../datasets/feed/valid/Healthy/dogs_001_jpg.rf.ab68ddec1ce9315cb85524e38f918e76.jpg,07d33b18c4c184d2d5f62f911b3ce468,3
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010646_x16_jpg.rf.69f421dfbef404fdc90a301174bc1e68.jpg,07d65bf1be660d118b988c191e7b4791,1
train,Demodicosis,../datasets/feed/train/Demodicosis/P23_png_jpg.rf.caf4f714d832d511232e6384ddef32df.jpg,07da0da2a8626be5eb44e30e68ff09c0,0
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/Hypersensitivity_image_4_jpg.rf.461582951868b3986d6f627214841751.jpg,07e3b0e3eb2928d0a8c8d0d8e16baf62,4
valid,Fungal Infections,../datasets/feed/valid/Fungal Infections/pic72_jpg.rf.1fc58b8a7abc054153fe328de0ee1bfa.jpg,07e84c1f45cb406c4cdd8f76a66a2ce7,2
train,Ringworm,../datasets/feed/train/Ringworm/NEWR55_jpeg_jpg.rf.a84cce9ff7f0c35905738a896e42b73f.jpg,07ed33ba4ac5e7b16eedd56437575bb4,5
train,Healthy,../datasets/feed/train/Healthy/images-3_jpg.rf.74a62eba52b475a6374eb54d4699a1b4.jpg,0808a2e37772be637087e2a88ab83e25,3
valid,Healthy,../datasets/feed/valid/Healthy/dogs_039_jpg.rf.c9de894b71581bc26fc4f139979e3045.jpg,080dca0cb35cf95c5de8c4c508902bca,3
valid,Ringworm,../datasets/feed/valid/Ringworm/ringworm-54-_jpg.rf.ca4c34cfa96b4123a4192e3cc32ff9dd.jpg,081c7d2890f425840620a59aba0eeffd,5
train,Ringworm,../datasets/feed/train/Ringworm/1000010719_x16_jpg.rf.58e2c60ac35f45c420e2912052c73872.jpg,0822727328b034f36e3deb72d4f3471f,5
train,Ringworm,../datasets/feed/train/Ringworm/NEWR19_png_jpg.rf.bf3971293062c538d128be085ae3bc2a.jpg,0827bbceac5bd0e2515568fc8db7998a,5
train,Ringworm,../datasets/feed/train/Ringworm/ringworm-64-_jpg.rf.b6d2fc113cee851fcb5411000e6d071b.jpg,085fc0dd32bdb04b1c7ecb9e6736765f,5
train,Healthy,../datasets/feed/train/Healthy/dogs_054_jpg.rf.c259d27731c2fb93c8b589c7a7cea211.jpg,086bf0efd1ca33677ef27e40208cf64e,3
train,Ringworm,../datasets/feed/train/Ringworm/8097D5C3-C6C2-43C2-B1B7-566A25D1DF08_jpeg_jpg.rf.5ef65bee0e703efec7506e138aa57b8c.jpg,08807cf3fe9a91df4164de68f244766b,5
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/1309_jpg.rf.ef9b546c08e9e85f5a96ddfa1ccdaad6.jpg,088b4ce90c54b3c1fdc2278e23850537,4
train,Healthy,../datasets/feed/train/Healthy/dogs_272_jpg.rf.427f5ff871022d84222a3791373fa7ee.jpg,0899a97d6c198578c29aebd297736f68,3
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-164000_jpg.rf.215ce37947fa25cf9ca7a0da3061dbd3.jpg,089bdaa1c21ee49738ea89fc10064c65,0
train,Healthy,../datasets/feed/train/Healthy/pic59_jpg.rf.cd939a886d82ea820e280ffab8fcd008.jpg,08a00645ce28f10ea7f3b2d7046e2749,3
train,Ringworm,../datasets/feed/train/Ringworm/NEWR54_jpeg_jpg.rf.629d969a2e21a02d030829d98f8cb92b.jpg,08abacf9fcc151d0147238d771b90e7d,5
train,Dermatitis,../datasets/feed/train/Dermatitis/1000010697_x16_jpg.rf.4eb8c6614958cb15856445f7a35144bf.jpg,08ac35f34a5f941ef87bcb61d58766b7,1
train,Fungal Infections,../datasets/feed/train/Fungal Infections/1380_jpg.rf.177d5cbdea493914dbd9dc8a176c93af.jpg,08acc6e32e8ce4e853b88766e068e1bc,2
train,Healthy,../datasets/feed/train/Healthy/HEALTHY_029_jpg.rf.004ae9de03fc6114b127b11c1266fe7d.jpg,09069e0e99818a982dd57a33756e1894,3
train,Dermatitis,../datasets/feed/train/Dermatitis/May-is-allergy-awareness-month-here-at-The-Shot-Spot_00028_jpg.rf.7aaebf1ef2ec2e1a1ff67eb699f2bb9b.jpg,09099cc36a5c60dbf10329e178f0585e,1
valid,Demodicosis,../datasets/feed/valid/Demodicosis/2024-05-13-163912_jpg.rf.df00a461658d019201568efa2d2fd21c.jpg,090e907aa4f9c65d1b6e3bb9cd23d9e1,0
valid,Ringworm,../datasets/feed/valid/Ringworm/BUTI-NA-LANG-AT-LAGI-AKONG-MAY-STOCK-AKO-NITONG-GAMOT-NA-ITO-000146_png_jpg.rf.6b23f2fb19cbb8a07b0114ba4614347a.jpg,0910d3c402cae482e67860568cf0bb42,5
train,Demodicosis,../datasets/feed/train/Demodicosis/2024-05-13-164158_jpg.rf.934d49f094e17609dc682505b0ada33c.jpg,0920f4e17e417e617461ebf76499261a,0
valid,Demodicosis,../datasets/feed/valid/Demodicosis/P52_jpg.rf.8dacbcf1c04c864145d6839b6bff1923.jpg,0924cbf6d37f7340baeaee4c510df008,0
train,Hypersensitivity,../datasets/feed/train/Hypersensitivity/Hypersensitivity5_png_jpg.rf.4090c8670b1aceeb713f860ab1601aa5.jpg,093ed05e8acdcb9b89f9633cd93190cd,4
valid,Fungal Infections,../datasets/feed/valid/Fungal Infections/pic38_jpg.rf.cc3e2dc4f428f3a294f6f207981abc1e.jpg,094797975688c71884c171282b6943e6,2
